City Name
"Kalurkot, District Bhakkar"
Dera Ismail Khan
"samundri ,district Faislabad"
"Paplan, District Mianwali"
Tehsil/ District Jhang
"Shorkot, District Jhang"
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Kalorkot, District Bhakkar"
"Paplan, District Mianwali"
Jhang? District Jhang
"Paplan, District Mianwali"
Dera Ismail Khan
"Paplan, District Mianwali"
"Kalorkot, District Bhakkar"
Mohalla Kapaianwala? Jhang
"Yazman, District Bahawalpur"
"Klarkot, District Bhakkar"
"Piplan, District Mianwali"
Mahalla Hajipura? Sialkot
Dera Ghazi Khan
"Paplan, District Mianwali"
Tehsil Hattian Bala\n
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
Dera Ghazi Khan
"Paplan, District Mianwali"
"Paplan, District Mianwali"
Rahim Yar Khan
Rahim Yar Khan
"Jhang, District Jhang"
"Jhang, District Jhang"
"267JB, Tehsil/Zilla Jhang"
"Piplan, District Mianwali"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
"Kalorkot, District Bhakkar"
Yazman? District Bahawalpur
Sahiwal District Sargodha
Rahim Yar Khan
"Piplan, District Mianwali"
"Kalurkot, District Bhakkar"
Tehsil/ District Jhang
Tehsil/ District Jhang
Jhang? District Jhang
Jhang? District Jhang
Tehsil/ District Jhang
"B, TEHSIL/DISTRICT JHANG"
Jhang District Jhang
"Klarkot, District Bhakkar"
"Arifwala, District Pakpattan"
"Paplan, District Mianwali"
"Kalorkot, District Bhakkar"
"Shorkot, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"Yazman, District Bahawalpur"
"KURKOOT, DISTRICT BHAKAR"
Tehsil/ District Jhang
"Duniapur, District Lodhran"
Rahim Yar Khan
City? District Faisalabad
"Jhang, District Jhang"
Patuki? District Kasur
Sargodha? District Sargodha
Silwanali? District Sargodha
Tehsil/ District Jhang
Rahim Yar Khan
"Jhang, District Jhang"
"Jhang, District Jhang"
"Kalorkot, District Bhakkar"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
"266 JB, Tehsil/Dist"
"Boriwala, District Wahari"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Pakpattan, District Pakpattan"
"Pakpattan, District Pakpattan"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Klarkot, District Bhakkar"
"Klarkot, District Bhakkar"
"Manchanabad, District Bahawalnagar"
"City, District Faisalabad"
"Paplan, District Mianwali"
"Kalarkot, District Bhakkar"
District Lower Dir
"Nagar, District Nagar"
Toba Tek Singh
Dunyapur? District Lodhran
"Jhang, District Jhang"
"Office Khas, Gujranwala"
"Marine, District Faisalabad"
No. 1? Muzaffarabad
Town?Mohalla Bhatta No.2?Lahore
Rahim Yar Khan
Bilal Nagar? Multan
Khanewal District Khanewal
"Sahiwal, District Sargodha"
District North Waziristan
"Muftiabad Dheri, Mansehra"
Post Office?Taxila?District Rawalpindi
Dera Ismail Khan
"Mohalla Ghafooria, Peshawar"
"Jhang, District Jhang"
"Yazman, District Bahawalpur"
"Town, Tehsil/District Leh"
Yal? District Sialkot
"Kalorkot, District Bhakkar"
"Arifwala, District Pakpattan"
"Lalian, Chiniot District"
"Jhang, District Jhang"
Jahangira? District Nowshera
Addo? District Muzaffargarh
Toba Tek Singh
"Jhang, District Jhang"
Rahim Yar Khan
/ District Jhang
Takhtbhai? District Mardan
"Kabal, District Swat"
Tehsil/District Karachi South
"jhung road, H.No."
"F 6/4, Islamabad"
"North Gilgasht, Multan"
"Klarkot, District Bhakkar"
District Mandi Bahauddin
"Kalorkot, District Bhakkar"
"Kalurkot, District Bhakkar"
"Klarkot, District Bhakkar"
"Kalorkot, District Bhakkar"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
"Jhang, District Jhang"
"Niaz Baig, Lahore"
"Hazari, District Jhang"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
Khas?Ajnala?Tehsil Sargodha?District Sargodha
"Dunyapur, District Lodhran"
District Nankana Sahib
"Silanwali, District Sargodha"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Basti Asrarabad, Jhang"
"Dunyapur, District Lodhran"
Tehsil/ District Jhang
"Paplan, District Mianwali"
Tehsil/ District Jhang
"Klarkot, District Bhakkar"
"Kalorkot, District Bhakkar"
"Jhang, District Jhang"
"Golarchi, District Badin"
133 NB?Tehsil Silwanali?Dist.Sargodha
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
City? District Faisalabad
"Sadar, District Faisalabad"
"Rohri, District Sukkur"
Qasimabad? District Hyderabad
Firozwala? District Sheikhupura
Khanewal? District Khanewal
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
"Cantt, District Lahore"
"Muridke, District Sheikhupora"
"Paplan, District Mianwali"
"Shahnaal, Tehsil/District Lodhran"
Jhang? District Jhang
"Piplan, District Mianwali"
Mahalla Tahirabad? Jhang
Rahim Yar Khan
"Mohalla Maqboolabad, Gujarat"
"Paplan, District Mianwali"
"Hazari, District Jhang"
Sargodha? District Sargodha
"Kalorkot, District Bhakkar"
"Sector C, Lahore"
"Samundari, District Faisalabad"
"Cantt, District Lahore"
Dera Ghazi Khan
"Daska, District Sialkot"
"Kalorkot, District Bhakkar"
Bhattian? District Hafizabad
Rahim Yar Khan
"Klarkot, District Bhakkar"
Dunyapur? District Lodhran
maree road Rawalpindi
o District Jhang
"Road, Karachi West"
"Jhang, District Jhang"
Tehsil/ District Jhang
Rahim Yar Khan
"Dipalpur, District Okara"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Dewan Wali, Jhang"
Sargodha? District Sargodha
"Jhang, District Jhang"
"Phagora, Tehsil/District Bitgram"
"Sharda, District Neelam"
"Jhang, District Jhang"
"Piplan, District Mianwali"
"Jhang, District Jhang"
Tehsil/ District Jhang
Jhang? District Jhang
Dera Ghazi Khan
Dera Ghazi Khan
Dera Ghazi Khan
Jhang District Jhang
Tehsil/ District Jhang
"Jhang, District Jhang"
"Kalurkot, District Bhakkar"
"Sarandi, District Faisalabad"
"Jhang, District Jhang"
"Jhang, District Jhang"
Chah Baghwala? Gujranwala
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
Rahim Yar Khan
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Noorpur, District Khushab"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Kalarkot, District Bhakkar"
"Mohalla Rasulpura, Jhang"
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
Rahim Yar Khan
"Piplan, District Mianwali"
"Piplan, District Mianwali"
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"Duniyapur, District Lodhran"
"Jhang, District Jhang"
"B, TEHSIL/DISTRICT JHANG"
"Yazman, District Bahawalpur"
Rahim Yar Khan
"Paplan, District Mianwali"
"Klarkot, District Bhakkar"
"Havelian, District Abbottabad"
"Yazman, District Bahawalpur"
Patuki? District Kasur
"Paplan, District Mianwali"
District Nankana Sahib
Jhang? District Jhang
Rahim Yar Khan
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
Jhang? District Jhang
"Jhang, District Jhang"
"Kalorkot, District Bhakkar"
"262JB, Tehsil/Dist. Jhang"
"Khan, District Bhakkar"
"Kalorkot, District Bhakkar"
"Klarkot, District Bhakkar"
"Klarkot, District Bhakkar"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
Office Bahawalpur? Bahawalpur
"Kalorkot, District Bhakkar"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Kalorkot, District Bhakkar"
Jhang? District Jhang
"Jhang, District Jhang"
"Jhang, District Jhang"
"Tamiwali, District Bahawalpur"
Dunyapur? District Lodhran
"Cantt, District Lahore"
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
Rahim Yar Khan
"Jhang, District Jhang"
Tehsil/ District Jhang
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Kalorkot, District Bhakkar"
"Lalian, Chiniot District"
"Paplan, District Mianwali"
"Safdarabad, District Sheikhupora"
"Jhang, District Jhang"
Rahim Yar Khan
"JB, Tehsil/Dist. Jhang"
"Mohalla Rehman, Bahawalpur"
Tehsil/ District Jhang
"Jhang, District Jhang"
"270JB, Tehsil/Dist. Jhang"
"JB, Tehsil/Zilla Jhang"
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"East, District Bahawalpur"
"Piplan, District Mianwali"
"Jhang, District Jhang"
"Jaber Nagar, Jhang"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Klarkot, District Bhakkar"
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
"Khan, District Bhakkar"
Manghopir Road?Karachi West
"Cantt, Lahore District"
Rahim Yar Khan
"Klarkot, District Bhakkar"
"Klarkot, District Bhakkar"
"Klarkot, District Bhakkar"
"Piplan, District Mianwali"
"Kalurkot, District Bhakkar"
Jhang? District Jhang
Tehsil/ District Jhang
"Klarkot, District Bhakkar"
"Kalorkot, District Bhakkar"
"Jhang, District Jhang"
Rahim Yar Khan
"Klarkot, District Bhakkar"
"Kalorkot, District Bhakkar"
Rahim Yar Khan
Rahim Yar Khan
"Klarkot, District Bhakkar"
"Yazman, District Bahawalpur"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
Khanewal? District Khanewal
Jhang? District Jhang
"Shakur, Tehsil/Zala Jhang"
"Mahalla Noorpura, Jhang"
Dunyapur? District Lodhran
"JB, Tehsil/Zilla Jhang"
Noor Wala? Chiniot
"Jhang, District Jhang"
Mankira? District Bhakkar
"Vihari, District Vihari"
"Dunyapur, District Lodhran"
And Distt Rawalpindi
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
"Bhawana, District Chiniot"
"Chishtian, District Bahawalnagar"
"Jahanian, District Khaniwal"
"Dunyapur, District Lodhran"
Toba Tek Singh
Pir Murad Colony.
Rahim Yar Khan
"Sarandi, District Faisalabad"
"Shahpur, District Sargodha"
Rahim Yar Khan
District Karachi East
Tehsil/ District Khanewal
Dunyapur? District Lodhran
Dunyapur? District Lodhran
Tehsil/ District Swabi
Toba Tek Singh
Muridke? District Sheikhupura
"Gilgit, District Gilgit"
"Sialkot, District Sialkot"
Dera Ghazi Khan
"Jund, District Attock"
Hunza? District Hunza
"Chinar Bagh, Gilgit"
"Block Nargis, Lahore"
"Dunyapur, District Lodhran"
"I 8/2, Islamabad"
"Jardanwala, District Faisalabad"
"Sadr, District Multan"
"Dunyapur, District Lodhran"
Dunyapur? District Lodhran
"Cantt, District Lahore"
Rahim Yar Khan
Dunyapur District Lodhran
Pakka District Lodhran
"Dunyapur, District Lodhran"
"Duniapur, District Lodhran"
"16, Karachi Central"
"Kanri, District Umarkot"
"Mari, Tehsil/District Multan"
"Kamonki, District Gujranwala"
"Kamonki, District Gujranwala"
"Kamonki, District Gujranwala"
"Kamonki, District Gujranwala"
"Sargodha, District Sargodha"
"Kamonki, District Gujranwala"
"Flat 9-Bl, St."
District Karachi Malir
Dera Ismail Khan
City? District Faisalabad
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
Faisalabad City?District Faisalabad
"Pattoki, District Kasur"
"Kamonki, District Gujranwala"
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
"Duniapur, District Lodhran"
Tehsil/ District Pakpattan
"Yazman, District Bahawalpur"
"Arifwala, District Pakpattan"
"Yazman, District Bahawalpur"
"Yazman, District Bahawalpur"
"Arifwala, District Pakpattan"
"Yazman, District Bahawalpur"
"11-1/2, Karachi West"
"Basti Qudratabad, Wazirabad"
"Sarandi, District Faisalabad"
"Kamonki, District Gujranwala"
